DATASET_EXTERNALSHAPE
#Nodes have multiple values associated with them. Values will be displayed as geometric shapes of different size.
#Highest value in the dataset will have the largest size, and all others will be scaled down proportionally.
#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).
#SEPARATOR TAB
#SEPARATOR SPACE
SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL,example shapes dataset

#dataset color (can be changed later)
COLOR,#ff0000

#define colors for each individual field column (use hexadecimal, RGB or RGBA notation; if using RGB/RGBA, COMMA cannot be used as SEPARATOR)
#FIELD_COLORS,#ff0000,#00ff00,#0000ff

#field labels
#FIELD_LABELS,f1,f2,f3

#=================================================================#
#                    OPTIONAL SETTINGS                            #
#=================================================================#

#=================================================================#
#     all other optional settings can be set or changed later     #
#           in the web interface (under 'Datasets' tab)           #
#=================================================================#

#left margin, used to increase/decrease the spacing to the next dataset. Can be negative, causing datasets to overlap.
#MARGIN,0

SHAPE_TYPE,4

#always show internal values; if set, values associated to internal nodes will be displayed even if these nodes are not collapsed. It could cause overlapping in the dataset display.
#SHOW_INTERNAL,0

#shape height factor; Default shape height will be slightly less than the available space between leaves, but you can set a multiplication factor here to increase/decrease it (values from 0 to 1 will decrease it, values above 1 will increase it)
#HEIGHT_FACTOR,1

#vertical and horizontal grids can be displayed connecting the shapes
HORIZONTAL_GRID,1
VERTICAL_GRID,1

#horizontal spacing between shape columns
SHAPE_SPACING,10

#if set to 0, only outlines will be shown
COLOR_FILL,1

#if COLOR_FILL is used, this setting can be used to control the color transparency
TRANSPARENT_FILL,1

#if set to 1, actual numeric value will be show in the center of each shape
SHOW_VALUES,1

#=================================================================#
#       Actual data follows after the "DATA" keyword              #
#=================================================================#
FIELD_LABELS,rl0,rl1,rl2,rl3,rl4,rl5,rl6,rl7,rl8,rl9,rl10,rl11,rl12,rl13,rl14,rl15,rl16,rl17,rl18,rl19,rl20,rl21,rl22,rl23,rl24,rl25,rl26,rl27,rl28,rl29,rl30,rl31,rl32,rl33,rl34,rl35,rl36,rl37,rl38,rl39,rl40,rl41,rl42,rl43,rl44,rl45,rl46,rl47,rl48,rl49
I52,31,91,49,82,34,59,25,96,89,5,41,77,39,83,43,63,13,88,53,52,67,17,71,73,68,29,96,21,22,27,83,45,16,57,26,37,92,92,44,90,61,73,40,62,42,99,25,68,0,46
66077,80,16,31,62,5,83,19,45,20,29,12,18,47,21,76,79,38,11,18,69,74,67,67,12,10,48,16,13,65,70,72,91,18,22,77,59,90,58,80,9,2,47,17,84,1,42,70,93,27,90
I51,66,47,71,84,39,21,64,82,90,100,29,24,97,4,47,18,43,39,0,34,1,94,78,33,81,31,43,92,98,48,89,35,22,55,54,58,0,34,81,94,5,16,51,92,73,89,40,59,16,39
782,69,69,14,54,68,61,94,40,94,9,34,44,36,10,95,47,88,1,50,34,96,0,94,41,86,78,34,66,99,19,60,25,90,85,94,76,85,66,3,28,90,66,65,21,93,18,36,39,76,74
781,28,17,28,58,74,11,58,17,100,64,53,61,71,66,61,84,63,6,84,92,65,50,45,77,5,85,97,79,30,6,32,26,25,36,48,9,44,21,55,91,92,96,65,34,20,88,96,88,98,12
I58,24,50,50,22,84,1,91,68,0,6,55,76,62,86,90,45,83,82,13,24,5,69,48,45,40,61,1,27,85,68,6,45,56,21,95,37,84,58,24,4,29,65,58,58,93,49,14,94,13,24
I57,60,24,42,58,49,18,8,52,3,36,32,69,7,100,45,64,6,78,54,34,90,42,16,8,48,4,19,27,52,77,88,75,81,90,28,96,62,5,79,50,96,93,89,9,75,86,84,38,47,34
I56,63,51,70,95,68,12,20,20,13,46,65,9,59,1,5,87,89,0,15,100,85,61,91,44,8,90,74,76,69,18,23,39,75,35,2,23,94,57,76,23,64,1,41,69,56,78,44,71,2,89
I55,79,99,56,9,82,30,98,74,95,16,37,61,50,67,94,39,37,26,32,56,23,14,6,26,28,8,45,7,54,44,96,16,40,0,68,52,77,56,26,41,83,66,99,72,31,2,77,67,10,94
85963,98,30,34,51,49,1,74,76,89,0,71,19,99,66,31,2,54,66,14,20,23,51,17,54,3,96,77,77,68,67,8,27,70,29,57,35,62,57,6,49,31,97,97,79,20,94,56,2,80,34
210,58,92,6,74,82,38,50,72,54,54,12,98,76,7,62,56,31,79,34,85,53,38,82,27,92,27,10,67,16,21,10,19,48,0,14,44,20,58,10,1,4,56,74,23,45,59,29,91,36,91
32025,27,44,80,73,98,29,82,38,84,24,19,93,36,17,92,34,15,46,11,16,22,29,14,75,79,36,24,59,66,68,39,51,39,50,13,17,6,83,82,93,15,36,65,19,64,49,6,85,16,68
844,32,56,77,84,16,80,2,56,6,72,35,46,99,69,3,54,97,70,63,19,80,9,11,100,30,83,35,32,46,51,20,32,98,11,99,8,50,51,82,28,6,6,2,95,47,35,91,4,73,3
197,7,74,83,91,15,41,17,14,22,67,24,20,80,96,16,82,52,9,41,41,28,87,59,92,17,68,1,53,43,70,71,54,52,3,81,1,54,51,34,47,28,95,22,13,7,29,61,84,42,67
I63,64,4,0,51,72,26,22,45,5,94,85,88,73,17,91,59,19,9,63,1,10,4,52,68,12,53,54,33,40,40,47,57,5,83,61,17,37,72,71,86,58,27,1,80,55,94,97,9,5,27
I61,6,26,48,39,62,73,49,100,82,18,42,48,94,62,33,49,68,74,46,18,32,47,1,82,77,35,64,51,93,74,0,55,43,70,39,23,50,65,81,57,98,88,83,46,61,80,31,25,69,37
882,33,32,32,86,16,57,83,20,26,94,90,92,1,33,61,96,73,100,42,84,17,88,14,41,77,66,90,67,43,50,79,18,4,6,84,60,25,40,70,85,98,100,40,43,8,66,83,2,37,13
I60,23,25,34,71,35,42,70,59,62,1,16,50,32,43,4,36,54,23,28,88,63,91,64,25,91,58,20,71,54,83,82,88,76,90,87,82,70,73,2,38,67,65,85,72,80,53,80,9,86,16
35554,70,20,0,52,24,11,57,10,75,75,48,78,54,78,96,13,27,50,73,73,55,46,2,83,71,25,51,94,90,31,35,42,70,32,53,3,42,55,44,47,7,77,93,48,59,56,85,81,42,66
959,70,62,82,1,6,71,93,50,87,82,11,30,90,62,84,93,46,38,96,58,76,73,98,65,39,66,74,44,58,87,22,68,27,2,51,42,28,76,35,37,0,64,64,22,13,49,3,42,92,39
I62,36,8,27,82,13,72,56,52,57,84,71,18,98,19,31,6,72,67,88,4,46,69,57,56,19,24,17,54,97,47,26,3,71,25,4,57,98,41,69,36,79,1,44,81,24,23,2,8,66,25
240015,36,66,84,36,59,70,23,69,96,90,49,31,89,57,26,32,22,61,98,10,96,12,67,57,9,59,90,96,41,67,62,59,48,57,82,57,29,24,7,82,80,8,30,8,82,92,54,7,91,75
234267,1,33,73,2,84,99,44,63,0,37,16,47,97,53,12,46,49,13,35,78,84,46,47,24,25,50,25,61,13,43,78,47,70,9,38,60,1,78,18,89,89,63,61,52,84,50,49,76,67,65
I77,20,61,73,19,80,31,94,52,88,12,80,79,60,60,6,6,54,94,62,69,83,23,51,82,52,56,58,67,33,52,57,20,79,50,23,96,33,75,74,70,79,79,7,40,79,35,96,8,27,78
I66,96,72,46,17,94,28,57,92,46,48,73,31,25,65,94,0,46,6,93,63,5,96,71,70,27,82,47,12,25,84,46,27,38,55,48,88,26,52,75,93,7,34,74,48,98,90,43,90,18,46
76856,42,83,85,27,87,54,86,69,54,2,84,66,9,3,26,26,58,93,60,59,39,91,43,18,10,81,20,9,54,48,98,15,63,66,67,84,51,68,21,88,36,57,49,30,64,15,5,91,80,58
I65,25,16,67,75,59,7,35,84,31,78,73,98,3,87,0,17,51,88,61,9,76,4,67,51,39,64,72,51,62,61,91,6,42,98,87,9,42,88,32,55,63,27,20,22,13,3,63,14,18,75
63363,57,76,89,55,25,36,23,8,16,80,10,43,77,90,66,7,0,77,57,76,78,72,77,19,53,38,43,14,57,31,36,84,79,38,64,29,32,62,7,7,56,51,13,54,84,89,45,78,61,63
2336,41,56,93,99,4,94,69,17,18,9,34,24,18,14,43,61,75,59,56,86,26,43,94,86,19,27,30,65,30,76,93,78,81,71,55,22,40,35,45,43,56,44,51,10,33,61,52,93,40,50
I76,92,63,56,15,6,72,85,76,37,12,98,29,92,36,77,79,20,58,19,43,71,51,18,100,63,0,28,43,30,90,5,58,24,9,36,81,35,64,42,77,10,61,8,4,57,79,94,27,62,62
I68,63,62,46,63,17,7,58,43,30,80,96,20,97,14,55,74,99,60,39,91,60,32,59,34,89,54,94,36,49,53,1,68,82,77,5,78,64,3,58,52,6,18,2,79,83,52,14,27,93,74
I67,44,29,61,20,48,69,54,81,37,22,99,31,90,28,96,7,84,97,13,1,3,16,45,75,25,22,63,64,52,55,11,39,24,43,80,24,60,29,96,83,98,27,48,46,43,80,72,49,2,9
262724,77,17,86,97,33,79,91,35,73,14,88,74,56,80,65,97,92,12,26,17,26,48,19,88,53,46,53,28,36,57,86,96,14,5,77,91,8,90,32,44,11,78,75,97,35,28,37,11,49,56
1299,49,84,44,81,29,94,16,63,3,6,13,43,8,84,31,92,59,33,52,69,70,24,44,37,7,42,60,59,25,97,95,91,68,17,83,14,63,74,11,75,49,19,56,69,57,17,3,26,5,43
243164,33,41,24,27,41,66,58,45,91,92,1,10,11,92,34,13,2,86,29,12,80,96,34,48,96,95,68,75,37,81,77,23,53,93,68,76,84,23,11,95,46,86,91,45,72,72,23,28,37,14
I75,61,37,24,63,80,30,37,40,63,94,49,53,9,91,27,21,19,27,24,34,35,41,5,0,62,89,95,88,48,29,85,54,49,94,18,63,83,48,30,65,72,51,70,44,11,62,69,59,82,5
I74,57,34,45,21,57,87,11,40,50,80,44,59,79,8,55,23,65,98,54,73,46,4,31,76,48,36,96,16,37,61,91,2,37,4,67,64,43,55,78,42,77,34,73,89,5,30,100,7,78,85
I70,70,30,5,97,26,88,1,72,69,81,83,79,36,51,21,41,70,59,84,41,67,89,66,42,36,90,8,43,11,65,12,9,57,84,14,57,53,74,44,14,55,66,5,8,22,91,48,79,23,29
I69,80,24,73,44,94,46,83,35,53,20,82,61,8,41,40,56,11,31,81,57,82,87,13,17,75,73,61,72,88,94,15,27,95,0,49,34,78,27,3,14,57,78,54,68,45,11,52,87,91,68
103690,67,73,77,66,33,16,2,22,89,76,0,89,70,1,23,27,96,7,57,80,76,22,46,60,41,26,60,47,30,49,16,55,99,6,61,88,6,81,42,67,9,66,95,67,18,19,52,100,99,72
1148,72,23,90,48,99,5,86,45,66,21,98,65,65,60,52,5,90,89,24,50,54,59,18,81,24,74,4,74,13,63,89,43,83,17,7,68,67,98,2,94,40,54,29,69,96,2,93,92,79,40
32046,46,22,83,73,38,3,66,83,66,43,73,33,26,55,93,1,0,25,29,25,13,56,97,27,31,8,61,46,36,16,97,99,56,9,33,36,54,47,19,58,42,47,29,91,28,82,22,88,67,46
I73,0,55,27,21,57,10,98,37,8,86,95,69,74,74,35,93,18,57,97,6,100,100,38,75,29,46,100,46,64,23,60,4,13,41,46,81,4,83,72,60,78,49,59,30,5,83,19,63,99,97
I72,30,32,83,68,67,22,78,16,2,72,16,58,50,70,87,78,50,61,97,63,32,60,44,87,89,6,29,53,5,14,99,21,9,42,78,76,88,54,4,3,11,50,17,49,72,78,37,99,44,75
I71,72,99,58,60,13,39,51,90,45,91,81,9,96,90,24,94,50,46,86,52,89,95,94,35,31,82,26,28,12,80,65,58,24,95,21,26,87,21,22,77,93,68,41,97,41,40,76,96,62,96
84588,88,29,19,27,24,80,72,80,72,14,82,31,49,17,68,9,52,73,40,11,16,35,44,54,10,68,40,4,6,56,20,44,78,71,18,3,95,61,65,14,24,38,88,12,79,48,93,27,67,85
74547,94,32,63,2,26,67,48,28,63,77,92,74,41,90,50,76,56,33,82,85,22,94,87,10,63,3,55,89,56,69,8,74,52,22,100,21,83,100,15,77,98,94,52,73,30,88,52,24,21,32
1219,92,7,92,4,97,63,9,69,64,93,99,81,42,65,11,0,99,87,12,97,51,15,72,4,47,23,89,41,87,8,80,24,20,22,58,13,25,92,4,11,20,56,90,5,35,42,66,75,95,26
59919,23,20,74,41,9,9,33,55,47,36,46,27,67,31,73,30,35,8,5,15,65,19,58,57,95,4,17,65,47,14,49,95,74,80,36,25,47,21,53,96,39,42,66,56,52,49,56,26,28,74
33072,26,19,23,74,44,10,25,82,50,99,66,31,71,3,86,92,30,42,58,21,60,15,40,19,42,89,79,65,61,8,98,67,11,6,6,55,68,88,93,17,51,69,43,96,6,72,81,60,79,8
I109,37,61,82,59,66,0,65,29,29,87,15,32,100,27,50,100,62,78,64,45,96,74,74,23,3,83,32,26,15,53,67,99,71,20,63,46,82,93,98,69,26,29,72,94,63,46,84,2,12,19
I98,16,59,69,98,82,14,35,29,100,56,73,57,86,53,41,73,40,17,57,8,10,33,6,32,22,25,26,66,29,45,8,13,31,4,56,100,5,70,90,17,33,17,83,4,53,37,79,3,61,71
I84,15,2,78,80,65,74,81,69,36,51,82,36,52,36,55,63,31,99,75,53,24,76,32,87,80,41,50,13,54,45,88,48,75,74,25,58,52,23,13,11,18,2,76,86,42,75,39,68,86,84
I79,44,44,58,67,84,25,32,25,19,30,56,24,78,5,79,9,53,4,11,46,72,31,95,55,96,45,26,51,54,74,44,80,20,68,65,90,74,37,97,6,84,77,67,37,20,27,38,1,82,32
214688,26,51,4,51,16,51,68,76,94,62,7,71,29,13,51,98,42,65,54,35,27,12,91,69,26,26,32,16,96,98,27,33,98,9,85,43,60,0,8,6,96,100,47,19,66,44,54,23,82,95
117,11,48,52,90,92,50,76,48,10,14,91,9,6,77,24,96,81,17,49,39,53,81,80,24,36,48,38,22,3,43,98,97,19,50,31,19,95,26,40,1,75,57,44,3,74,36,75,69,36,5
I83,38,31,46,57,49,28,73,75,3,59,30,3,51,96,22,2,70,73,55,0,98,37,77,16,76,5,57,30,0,75,68,36,46,21,69,18,92,4,20,91,75,38,60,88,53,55,65,34,59,82
I80,99,58,51,52,60,60,84,7,67,30,42,59,29,97,90,48,7,82,92,34,61,5,36,74,80,99,55,44,81,62,64,17,93,63,34,3,11,73,75,54,6,67,30,3,65,61,79,64,57,43
44275,6,10,21,59,94,53,18,71,73,30,82,34,18,79,32,61,52,15,75,79,34,73,25,40,65,27,36,12,32,91,27,42,40,13,100,16,38,22,97,50,17,47,26,63,57,35,35,18,14,91
173,40,27,64,16,71,57,3,44,19,5,95,82,63,43,61,72,29,80,4,12,7,43,80,62,44,38,9,52,51,75,65,28,56,96,56,74,86,50,40,77,28,35,25,13,69,80,79,93,68,50
I82,70,57,42,98,62,34,15,20,17,42,68,72,34,29,31,55,83,82,23,93,29,8,47,99,95,69,3,98,46,14,77,54,41,81,68,61,30,93,23,3,43,14,48,80,66,49,5,26,29,7
I81,26,80,25,45,12,49,31,55,97,96,90,91,46,1,50,61,88,65,5,63,15,79,52,28,76,12,81,73,18,4,61,82,45,68,9,43,76,39,30,76,95,46,80,71,8,76,52,81,60,2
160,80,59,85,10,12,82,54,69,64,37,46,47,77,30,58,71,77,71,14,64,88,54,95,15,14,82,93,94,37,84,46,42,64,19,5,3,52,91,10,18,13,84,25,8,38,96,5,22,15,46
158,90,13,51,34,42,27,15,4,76,96,83,23,98,67,93,86,20,20,10,83,62,25,7,79,95,25,26,60,87,10,51,56,93,24,90,79,85,3,89,59,45,27,72,79,10,44,76,13,76,33
139,6,9,84,7,41,30,12,99,9,69,82,39,91,98,64,52,62,70,52,41,50,17,18,12,38,8,16,70,60,45,50,57,63,22,72,91,62,47,92,28,85,93,57,54,4,65,19,75,33,60
I97,29,68,52,48,64,59,60,100,28,20,55,94,7,11,61,84,47,97,100,51,20,30,89,39,79,70,40,32,82,8,5,55,64,88,81,3,73,54,74,0,17,5,27,53,54,66,83,70,50,26
I86,58,89,70,48,75,100,25,44,21,41,78,30,52,8,60,4,62,84,66,68,52,73,91,81,100,24,38,82,59,73,55,70,95,60,22,33,13,83,66,20,40,97,78,10,91,81,10,94,61,86
I85,89,35,49,73,13,80,76,71,12,55,78,56,5,4,24,27,59,73,73,39,89,27,28,72,92,6,26,24,74,83,57,37,23,0,70,89,9,56,75,14,33,85,21,14,50,80,55,68,64,90
218496,96,38,16,87,5,52,31,12,53,35,92,61,5,26,76,24,51,61,98,83,37,71,7,96,94,20,61,91,78,20,15,40,7,27,93,19,24,67,0,10,77,72,29,28,53,56,2,3,50,98
203267,6,46,18,26,83,42,70,23,16,37,97,23,49,99,57,93,10,92,41,49,66,5,93,80,68,100,91,8,79,4,56,18,73,82,14,45,69,16,38,16,23,49,34,69,25,92,31,53,38,65
216816,3,97,86,50,37,27,26,55,68,48,2,51,67,13,57,67,11,37,97,67,9,88,89,67,61,99,91,69,45,60,90,41,27,50,27,89,58,14,43,30,22,16,99,25,75,20,57,54,36,18
I96,60,62,24,95,70,21,53,72,60,87,94,85,26,59,46,1,100,84,5,49,36,38,88,0,15,72,5,55,86,87,58,67,63,57,26,8,42,20,14,22,20,87,23,88,89,50,62,17,55,53
I94,6,28,1,78,10,96,76,33,25,44,60,13,23,57,73,83,58,86,28,6,20,18,45,55,29,33,65,99,39,93,40,47,71,38,5,3,92,69,52,27,34,49,63,45,5,16,61,23,28,100
I89,50,86,44,98,88,70,1,93,98,0,65,37,40,69,4,41,86,67,2,6,95,84,11,64,71,8,33,77,22,35,32,49,77,85,74,94,64,20,98,44,80,39,91,28,41,56,19,38,24,27
I88,12,39,39,28,2,71,49,48,42,42,30,82,3,24,80,35,10,4,40,23,19,1,82,63,26,66,80,73,41,57,6,8,90,83,8,94,9,74,0,52,35,83,47,74,93,46,39,35,59,25
I87,13,53,16,77,35,71,18,57,14,46,90,33,94,17,95,40,30,71,49,19,93,55,29,0,6,55,60,0,99,77,39,22,92,93,39,93,67,38,7,74,91,57,65,34,31,7,5,24,89,43
196627,10,4,3,23,4,75,33,90,65,34,9,17,59,90,90,86,27,13,63,10,78,59,95,83,98,76,48,89,26,90,84,11,72,15,36,12,7,93,62,44,59,63,19,36,56,50,98,21,62,59
1718,8,45,29,4,38,11,14,62,59,60,16,16,94,95,98,25,69,62,91,25,28,50,69,42,26,45,29,90,86,22,75,71,96,88,10,92,64,59,89,87,58,66,71,59,89,9,46,51,22,15
152794,12,5,28,91,19,91,9,40,15,66,27,4,100,39,83,64,73,76,34,53,54,5,45,17,18,1,93,72,23,10,12,70,69,85,34,46,100,67,23,12,0,81,95,64,90,1,83,52,60,77
1717,26,82,20,68,93,32,4,18,11,22,31,38,91,22,98,80,74,19,12,64,94,24,44,41,46,19,41,96,70,48,39,66,46,53,67,80,31,8,58,14,34,30,91,40,17,22,48,78,38,75
I93,86,31,96,84,0,57,19,84,13,8,35,21,17,17,17,24,58,16,11,4,70,96,36,52,16,69,30,84,7,79,7,100,94,34,84,8,60,49,36,70,40,72,14,98,66,99,56,73,25,54
I92,86,77,32,95,92,28,23,68,17,22,83,41,72,45,44,91,14,58,9,14,27,49,60,97,55,6,94,95,56,79,51,38,67,9,29,27,1,51,39,72,45,33,52,50,47,30,88,29,89,68
I91,79,36,63,29,57,76,41,46,80,1,37,76,45,5,77,10,20,84,73,63,9,92,3,4,46,27,48,8,67,28,68,97,48,45,77,92,61,45,58,77,46,79,10,19,74,72,41,46,26,68
1765,7,45,5,95,2,14,73,84,49,5,47,43,92,44,31,47,32,42,69,68,59,73,31,66,57,8,27,92,84,89,90,71,56,17,69,40,87,88,4,80,24,86,47,11,71,39,63,80,81,60
I90,50,29,10,29,19,90,8,27,82,98,78,19,86,3,18,79,19,62,84,4,15,49,75,96,23,89,70,6,58,13,6,72,48,15,19,36,37,2,17,32,71,99,60,53,18,7,61,12,9,9
83331,35,53,37,71,65,29,96,43,90,79,4,0,74,12,33,68,7,66,80,40,35,76,84,12,3,41,3,57,58,29,51,99,43,83,69,45,29,15,71,55,81,93,0,83,98,86,14,68,17,84
83332,75,5,26,24,78,25,54,93,62,78,33,30,11,71,89,37,20,64,14,52,41,51,98,85,32,15,96,27,57,55,35,62,11,75,60,6,88,91,63,24,25,62,8,89,21,47,33,60,88,100
1769,58,42,72,66,65,26,17,80,31,31,25,90,27,13,68,60,46,8,16,22,77,17,8,16,49,6,33,76,40,16,36,10,30,80,60,54,26,50,60,29,19,4,6,25,43,38,77,20,90,48
1770,16,39,30,38,94,87,42,53,25,98,73,31,80,53,22,71,85,50,17,11,87,64,64,95,1,59,43,79,41,20,20,79,53,20,72,89,63,64,26,80,82,60,3,17,20,37,65,100,59,16
I95,45,93,63,55,31,1,84,97,63,4,40,81,29,98,46,39,14,79,76,33,38,48,43,16,52,90,61,39,72,37,45,29,65,45,56,61,86,27,47,100,25,66,41,56,42,15,23,28,60,20
33903,43,46,62,93,17,78,83,80,99,69,55,44,55,80,16,94,46,23,18,71,3,22,4,43,95,6,71,98,54,41,33,24,8,73,67,87,35,6,73,57,68,76,90,78,15,34,32,95,9,66
1902,31,31,11,4,54,93,56,90,40,4,75,95,10,19,92,34,13,90,49,64,7,56,21,72,7,56,49,91,2,27,24,78,29,19,97,57,84,78,43,45,7,79,55,67,76,67,32,6,81,98
I108,83,61,90,41,3,79,93,71,59,8,30,20,40,64,75,22,43,22,40,22,11,3,98,37,15,1,34,19,8,37,49,32,50,18,16,22,57,73,65,2,14,87,13,12,35,82,45,84,31,55
I101,95,57,2,3,72,89,76,0,54,24,49,70,34,35,74,7,71,29,8,63,59,62,46,57,47,67,8,68,41,88,3,95,85,45,29,0,100,69,75,63,55,10,85,85,48,32,79,98,60,7
59374,86,75,68,16,60,34,98,22,89,3,65,74,67,62,87,76,3,49,12,31,84,74,52,98,40,71,64,33,44,9,10,7,13,48,98,21,69,0,11,51,56,23,86,18,7,14,21,44,84,4
I100,11,80,51,58,74,34,20,71,31,50,58,64,36,37,2,51,35,22,52,32,95,53,65,78,33,20,49,18,23,36,37,67,80,42,19,37,97,37,64,82,18,9,53,31,49,85,21,1,45,38
1097,31,71,23,99,73,41,33,26,43,37,8,52,15,65,24,60,25,90,98,8,45,83,83,2,11,99,18,52,100,50,73,90,20,84,84,94,28,45,61,66,100,52,18,12,86,49,99,22,41,29
I99,68,35,76,96,74,1,11,84,10,89,10,7,16,57,47,81,9,28,50,55,22,66,72,75,14,38,96,67,55,20,67,96,12,74,30,78,69,61,9,61,42,27,80,7,57,52,14,59,64,19
837,26,47,33,57,100,9,52,2,53,14,12,35,83,92,28,77,83,30,77,83,83,63,55,45,49,56,49,5,75,64,67,69,79,82,68,39,93,72,62,1,85,77,24,73,0,97,12,3,80,8
818,52,67,97,38,55,76,85,3,82,94,87,91,3,18,15,53,17,84,75,48,74,41,52,72,32,52,44,96,74,62,85,46,31,77,28,72,22,82,47,74,17,74,78,15,12,65,86,83,30,43
I107,88,89,4,94,49,82,61,9,66,20,65,100,17,75,17,4,22,2,2,20,18,31,22,84,77,22,20,75,58,85,76,12,22,32,81,0,86,46,10,14,60,15,18,0,49,79,6,28,61,31
I105,68,60,51,61,57,33,23,54,25,93,32,96,45,22,32,92,42,41,85,15,62,98,11,76,61,11,9,48,61,14,45,71,26,39,76,27,10,72,37,73,88,26,44,54,55,15,50,95,14,10
I104,23,5,82,96,74,95,45,61,79,39,72,70,9,26,26,22,40,75,18,71,22,48,74,88,35,93,93,40,10,28,49,58,67,54,12,40,24,39,5,52,83,90,0,78,44,100,54,20,48,91
182082,73,8,69,91,18,90,63,11,72,91,100,40,80,16,90,71,1,31,44,75,91,20,2,66,73,87,38,54,36,93,87,62,98,61,20,89,10,32,87,66,91,97,26,89,97,15,49,7,73,44
I103,79,54,9,70,73,17,30,100,9,40,32,54,29,44,9,30,33,76,97,40,21,67,94,79,11,24,16,22,98,46,82,38,99,11,32,19,83,26,90,83,97,39,73,2,47,24,89,96,64,54
138677,12,16,29,28,21,37,50,59,25,81,81,61,87,58,95,27,11,79,48,49,50,0,76,34,85,59,91,29,22,60,16,45,19,8,42,78,89,39,49,81,63,73,77,86,52,27,25,23,48,81
I102,28,46,7,31,75,2,15,9,26,75,16,24,6,86,99,85,1,22,37,74,45,71,51,91,48,40,43,42,35,16,21,11,81,70,77,74,57,10,39,49,31,92,52,3,38,98,35,59,78,25
115713,52,33,48,42,11,19,75,73,57,51,77,34,8,69,38,47,28,29,25,13,25,39,38,27,35,45,72,39,51,31,48,29,92,96,23,50,40,22,34,85,63,62,52,27,57,98,85,81,36,40
115711,64,58,82,80,71,13,64,86,22,55,27,55,10,69,31,57,83,40,81,49,67,60,99,34,27,68,51,38,22,56,39,94,6,71,93,50,28,0,7,38,4,88,98,11,62,0,16,40,58,60
83557,75,44,68,0,59,12,23,86,32,51,87,33,95,44,22,32,62,9,23,75,40,35,50,4,95,29,34,100,84,95,9,57,65,36,73,31,8,37,51,69,35,41,66,80,5,0,19,15,51,94
I106,73,77,1,29,23,18,43,73,59,96,75,90,15,2,96,23,76,54,47,76,5,59,57,51,4,40,22,0,96,28,39,28,55,83,83,90,24,93,94,65,100,34,14,81,21,58,88,13,56,88
83560,52,19,9,43,7,69,8,55,56,91,70,88,66,65,86,69,83,47,5,71,84,67,66,35,26,73,53,54,6,12,50,15,93,5,49,49,34,70,7,38,34,15,83,77,84,33,21,46,82,69
813,68,79,29,53,65,46,10,32,87,70,60,65,32,78,13,26,69,36,55,5,49,18,89,58,45,94,66,48,17,32,12,46,19,13,10,44,48,6,94,97,29,89,74,22,85,73,44,91,45,80
I148,19,22,7,99,75,81,49,9,97,51,22,62,64,15,98,94,32,64,89,24,46,14,42,84,5,40,60,27,68,17,22,53,11,2,94,23,56,24,56,98,11,29,61,4,15,100,11,68,81,10
I113,3,4,22,61,55,83,11,15,34,55,70,52,52,97,34,43,81,30,68,84,69,100,19,69,31,23,90,84,5,19,30,100,56,23,40,80,61,85,78,55,36,36,39,75,37,39,1,35,94,36
119072,24,33,92,68,46,33,71,94,65,2,60,30,59,1,29,68,38,0,92,26,81,83,42,87,83,0,60,92,14,14,93,87,97,7,20,34,20,46,28,61,38,38,94,5,11,19,86,20,28,85
I112,58,54,6,87,41,81,24,80,49,20,9,31,21,0,38,43,77,1,95,91,63,84,58,1,74,16,2,41,50,39,25,99,32,26,53,19,21,35,64,23,26,70,64,61,37,10,58,17,59,22
I111,95,31,15,59,96,11,97,54,59,31,32,95,27,64,87,39,46,14,40,93,27,8,21,80,63,32,31,57,9,89,24,5,84,62,3,12,26,12,35,65,0,78,14,27,80,12,9,16,91,45
1513,97,83,89,37,89,84,6,53,30,68,95,67,87,66,79,54,48,80,22,43,45,89,71,4,13,53,40,60,81,47,37,16,37,73,23,24,78,2,28,95,4,73,12,46,48,41,52,19,25,37
1502,49,15,82,64,96,6,93,37,48,54,55,68,16,50,45,48,80,4,87,73,81,19,11,78,24,72,58,96,47,33,62,7,80,68,90,96,63,5,74,46,64,92,60,0,50,3,19,0,99,82
1488,70,22,83,88,13,75,75,17,71,52,72,65,45,23,57,5,15,39,21,52,18,100,50,34,12,92,66,76,62,29,16,20,100,22,15,47,56,41,53,63,56,85,20,53,60,76,23,18,53,28
I147,87,96,79,53,45,14,81,81,43,77,45,98,4,12,93,14,75,74,41,81,95,73,72,62,68,98,15,41,56,48,78,33,61,28,63,19,48,47,96,46,39,23,17,41,40,37,22,96,9,85
I121,67,27,27,17,47,98,47,97,93,3,67,70,86,38,47,38,20,47,34,68,58,5,78,17,24,67,12,29,51,45,39,20,93,52,17,60,12,85,99,8,41,89,23,47,46,75,11,46,56,9
I120,100,47,1,98,87,33,74,82,54,12,24,41,16,60,52,21,40,67,99,85,27,93,9,99,82,9,7,31,43,93,5,15,53,98,20,19,47,57,84,26,57,44,18,36,65,65,50,70,12,52
